Date,Open,High,Low,Close,Adj Close,Volume
2001-01-29,10657.129883,11022.780273,10612.530273,10864.099609,10864.099609,1177060000
2001-02-05,10860.440430,11035.139648,10754.959961,10781.450195,10781.450195,1041610000
2001-02-12,10779.419922,11012.900391,10722.150391,10799.820313,10799.820313,985720000
2001-02-19,10800.230469,10903.169922,10294.009766,10441.900391,10441.900391,972810000
2001-02-26,10447.589844,10698.429688,10302.059570,10466.309570,10466.309570,1250210000
2001-03-05,10468.929688,10859.500000,10468.530273,10644.620117,10644.620117,1125150000
2001-03-12,10638.519531,10638.629883,9814.349609,9823.410156,9823.410156,1480880000
2001-03-19,9820.049805,10019.940430,9106.540039,9504.780273,9504.780273,1615010000
2001-03-26,9509.250000,9960.879883,9509.250000,9878.780273,9878.780273,1351280000
2001-04-02,9877.160156,9992.530273,9375.719727,9791.089844,9791.089844,1363810000
2001-04-09,9793.580078,10173.790039,9775.790039,10126.940430,10126.940430,1006150000
2001-04-16,10118.160156,10706.469727,10046.519531,10579.849609,10579.849609,1549270000
2001-04-23,10571.000000,10810.049805,10444.059570,10810.049805,10810.049805,1115450000
2001-04-30,10814.410156,10958.139648,10673.219727,10951.240234,10951.240234,1050100000
2001-05-07,10952.349609,10995.280273,10774.129883,10821.309570,10821.309570,960410000
2001-05-14,10819.549805,11328.610352,10800.129883,11301.740234,11301.740234,1074580000
2001-05-21,11299.139648,11350.049805,10993.790039,11005.370117,11005.370117,1021110000
2001-05-28,11004.660156,11066.009766,10835.490234,10990.410156,10990.410156,814580000
2001-06-04,10991.769531,11196.530273,10938.080078,10977.000000,10977.000000,1002750000
2001-06-11,10974.790039,11004.330078,10566.549805,10623.639648,10623.639648,1281920000
2001-06-18,10622.500000,10759.639648,10563.660156,10604.589844,10604.589844,1157570000
2001-06-25,10607.879883,10646.450195,10394.719727,10502.400391,10502.400391,1276000000
2001-07-02,10504.950195,10638.870117,10220.139648,10252.679688,10252.679688,731060000
2001-07-09,10253.620117,10549.759766,10120.889648,10539.059570,10539.059570,1227210000
2001-07-16,10537.980469,10679.120117,10438.660156,10576.650391,10576.650391,1232700000
2001-07-23,10576.919922,10595.400391,10203.690430,10416.669922,10416.669922,1034590000
2001-07-30,10418.679688,10609.650391,10361.450195,10512.780273,10512.780273,952280000
2001-08-06,10504.129883,10504.129883,10197.320313,10416.250000,10416.250000,841720000
2001-08-13,10411.900391,10478.809570,10180.929688,10240.780273,10240.780273,873230000
2001-08-20,10239.330078,10440.679688,10134.500000,10423.169922,10423.169922,908990000
2001-08-27,10422.759766,10441.370117,9869.139648,9949.750000,9949.750000,887500000
2001-09-03,9946.980469,10182.379883,9558.389648,9605.849609,9605.849609,1168170000
2001-09-10,9603.360352,9671.799805,9493.549805,9605.509766,9605.509766,280040000
2001-09-17,9580.320313,9580.320313,8062.339844,8235.809570,8235.809570,2459290000
2001-09-24,8242.320313,8856.549805,8242.320313,8847.559570,8847.559570,1647520000
2001-10-01,8845.969727,9187.370117,8732.139648,9119.769531,9119.769531,1399070000
2001-10-08,9115.750000,9432.040039,9000.139648,9344.160156,9344.160156,1247620000
2001-10-15,9340.839844,9489.330078,9080.809570,9204.110352,9204.110352,1214060000
2001-10-22,9203.910156,9598.169922,9167.450195,9545.169922,9545.169922,1166740000
2001-10-29,9543.370117,9543.370117,9014.459961,9323.540039,9323.540039,1174000000
2001-11-05,9326.589844,9721.750000,9326.169922,9608.000000,9608.000000,1135110000
2001-11-12,9606.129883,9908.790039,9408.580078,9866.990234,9866.990234,1300000000
2001-11-19,9870.450195,9976.730469,9796.410156,9959.709961,9959.709961,659330000
2001-11-26,9961.580078,9992.790039,9691.389648,9851.559570,9851.559570,1148660000
2001-12-03,9848.929688,10169.440430,9703.900391,10049.459961,10049.459961,1183740000
2001-12-10,10047.040039,10075.610352,9736.419922,9811.150391,9811.150391,1194950000
2001-12-17,9809.419922,10088.339844,9798.839844,10035.339844,10035.339844,1318320000
2001-12-24,10036.589844,10184.450195,10034.440430,10136.990234,10136.990234,458800000
2001-12-31,10136.360352,10283.669922,9935.700195,10259.740234,10259.740234,865390000
2002-01-07,10261.330078,10300.150391,9985.250000,9987.530273,9987.530273,1064550000
2002-01-14,9985.379883,9986.209961,9711.099609,9771.849609,9771.849609,1229060000
2002-01-21,9772.339844,9897.849609,9680.509766,9840.080078,9840.080078,914510000
2002-01-28,9843.049805,9943.940430,9529.459961,9907.259766,9907.259766,1257540000
2002-02-04,9905.459961,9905.459961,9580.320313,9744.240234,9744.240234,1260770000
2002-02-11,9739.809570,10052.290039,9710.679688,9903.040039,9903.040039,1046240000
2002-02-18,9899.240234,10029.940430,9734.209961,9968.150391,9968.150391,1066640000
2002-02-25,9969.750000,10374.879883,9966.360352,10368.860352,10368.860352,1310930000
2002-03-04,10368.099609,10663.830078,10366.780273,10572.490234,10572.490234,1363720000
2002-03-11,10570.070313,10647.089844,10474.169922,10607.230469,10607.230469,1175260000
2002-03-18,10608.540039,10673.099609,10354.740234,10427.669922,10427.669922,997500000
2002-03-25,10428.429688,10502.610352,10276.759766,10403.940430,10403.940430,792190000
2002-04-01,10402.070313,10402.070313,10139.480469,10271.639648,10271.639648,977950000
2002-04-08,10258.910156,10394.669922,10120.870117,10190.820313,10190.820313,1267650000
2002-04-15,10189.570313,10326.440430,10057.000000,10257.110352,10257.110352,1255870000
2002-04-22,10256.000000,10256.000000,9910.719727,9910.719727,9910.719727,1127210000
2002-04-29,9910.519531,10117.540039,9811.570313,10006.629883,10006.629883,1195280000
2002-05-06,10005.799805,10148.940430,9807.690430,9939.919922,9939.919922,1193590000
2002-05-13,9938.820313,10353.429688,9920.200195,10353.080078,10353.080078,1136540000
2002-05-20,10348.929688,10348.929688,10063.500000,10104.259766,10104.259766,921700000
2002-05-27,10106.540039,10118.509766,9802.230469,9925.250000,9925.250000,836880000
2002-06-03,9923.940430,9986.490234,9472.540039,9589.669922,9589.669922,1345940000
2002-06-10,9587.379883,9758.799805,9260.990234,9474.209961,9474.209961,1325650000
2002-06-17,9476.500000,9733.389648,9220.629883,9253.790039,9253.790039,1401730000
2002-06-24,9252.469727,9413.080078,8926.570313,9243.259766,9243.259766,1710400000
2002-07-01,9239.250000,9379.849609,8897.540039,9379.500000,9379.500000,988310000
2002-07-08,9375.700195,9410.379883,8599.660156,8684.530273,8684.530273,1635760000
2002-07-15,8681.280273,8723.370117,7966.720215,8019.259766,8019.259766,1776620000
2002-07-22,8015.040039,8309.389648,7532.660156,8264.389648,8264.389648,2324300000
2002-07-29,8267.990234,8762.139648,8203.820313,8313.129883,8313.129883,1594260000
2002-08-05,8312.919922,8796.679688,8030.819824,8745.450195,8745.450195,1417620000
2002-08-12,8741.919922,8854.209961,8353.070313,8778.059570,8778.059570,1303580000
2002-08-19,8777.089844,9077.009766,8753.519531,8872.959961,8872.959961,1226310000
2002-08-26,8873.929688,9017.019531,8558.019531,8663.500000,8663.500000,1039190000
2002-09-02,8659.269531,8659.269531,8217.049805,8427.200195,8427.200195,1079940000
2002-09-09,8425.879883,8726.900391,8247.839844,8312.690430,8312.690430,1106930000
2002-09-16,8311.790039,8482.339844,7922.069824,7986.020020,7986.020020,1447340000
2002-09-23,7984.770020,8012.419922,7665.660156,7701.450195,7701.450195,1594140000
2002-09-30,7698.810059,7969.370117,7460.779785,7528.399902,7528.399902,1692110000
2002-10-07,7528.680176,7901.259766,7197.490234,7850.290039,7850.290039,1802050000
2002-10-14,7848.209961,8331.559570,7745.700195,8322.400391,8322.400391,1734550000
2002-10-21,8320.740234,8558.629883,8230.500000,8443.990234,8443.990234,1483840000
2002-10-28,8448.980469,8542.269531,8198.040039,8517.639648,8517.639648,1441040000
2002-11-04,8521.599609,8800.000000,8498.919922,8537.129883,8537.129883,1488080000
2002-11-11,8535.809570,8583.950195,8298.679688,8579.089844,8579.089844,1347450000
2002-11-18,8579.740234,8880.389648,8405.120117,8804.839844,8804.839844,1474830000
2002-11-25,8804.969727,8950.330078,8670.179688,8896.089844,8896.089844,818720000
2002-12-02,8902.950195,9043.370117,8501.860352,8645.769531,8645.769531,1289460000
2002-12-09,8643.990234,8643.990234,8422.940430,8433.709961,8433.709961,1091450000
2002-12-16,8436.589844,8638.639648,8327.780273,8511.320313,8511.320313,1294060000
2002-12-23,8511.389648,8565.009766,8285.139648,8303.780273,8303.780273,540990000
2002-12-30,8304.059570,8635.490234,8242.910156,8601.690430,8601.690430,869150000
2003-01-06,8602.780273,8818.549805,8580.099609,8784.889648,8784.889648,1269830000
2003-01-13,8787.830078,8869.290039,8559.110352,8586.740234,8586.740234,1236340000
2003-01-20,8586.259766,8623.490234,8112.430176,8131.009766,8131.009766,1039710000
2003-01-27,8128.540039,8158.020020,7917.160156,8053.810059,8053.810059,1402810000
2003-02-03,8053.740234,8152.529785,7830.020020,7864.229980,7864.229980,1118970000
2003-02-10,7865.740234,7985.520020,7628.990234,7908.799805,7908.799805,1133880000
2003-02-17,7909.299805,8076.020020,7854.379883,8018.109863,8018.109863,905220000
2003-02-24,8017.339844,8017.339844,7719.640137,7891.080078,7891.080078,1260250000
2003-03-03,7890.240234,7981.459961,7562.649902,7740.029785,7740.029785,1215230000
2003-03-10,7739.399902,7931.629883,7416.640137,7859.709961,7859.709961,1378190000
2003-03-17,7857.959961,8522.179688,7779.729980,8521.969727,8521.969727,1563550000
2003-03-24,8514.820313,8514.820313,8104.049805,8145.770020,8145.770020,1158050000
2003-03-31,8142.830078,8335.620117,7929.310059,8277.150391,8277.150391,1359300000
2003-04-07,8284.150391,8520.209961,8145.870117,8203.410156,8203.410156,1197080000
2003-04-14,8203.969727,8446.469727,8201.549805,8337.650391,8337.650391,1005350000
2003-04-21,8336.669922,8526.379883,8263.980469,8306.349609,8306.349609,1163850000
2003-04-28,8306.839844,8593.250000,8305.030273,8582.679688,8582.679688,1119650000
2003-05-05,8583.169922,8641.219727,8477.360352,8604.599609,8604.599609,849400000
2003-05-12,8603.900391,8743.469727,8569.440430,8678.969727,8678.969727,1078920000
2003-05-19,8676.519531,8676.589844,8416.719727,8601.379883,8601.379883,1277470000
2003-05-26,8600.540039,8868.330078,8540.589844,8850.259766,8850.259766,1065120000
2003-06-02,8851.450195,9215.879883,8851.450195,9062.790039,9062.790039,1386370000
2003-06-09,9061.179688,9236.110352,8945.589844,9117.120117,9117.120117,1045120000
2003-06-16,9117.559570,9352.769531,9117.559570,9200.750000,9200.750000,1308810000
2003-06-23,9199.490234,9199.700195,8970.280273,8989.049805,8989.049805,1023620000
2003-06-30,8990.740234,9149.629883,8871.200195,9070.209961,9070.209961,840040000
2003-07-07,9073.919922,9261.120117,8996.759766,9119.589844,9119.589844,1140940000
2003-07-14,9126.450195,9278.410156,9017.839844,9188.150391,9188.150391,1275930000
2003-07-21,9187.799805,9284.570313,9037.299805,9284.570313,9284.570313,1024490000
2003-07-28,9284.919922,9361.400391,9138.290039,9153.969727,9153.969727,1066570000
2003-08-04,9154.179688,9209.150391,8997.110352,9191.089844,9191.089844,971710000
2003-08-11,9189.620117,9337.169922,9146.620117,9321.690430,9321.690430,751970000
2003-08-18,9320.660156,9499.969727,9320.589844,9348.870117,9348.870117,1117470000
2003-08-25,9349.440430,9421.230469,9233.080078,9415.820313,9415.820313,799960000
2003-09-01,9416.669922,9609.089844,9389.580078,9503.339844,9503.339844,891970000
2003-09-08,9503.410156,9599.339844,9380.950195,9471.549805,9471.549805,935890000
2003-09-15,9471.190430,9686.080078,9436.599609,9644.820313,9644.820313,1057220000
2003-09-22,9641.799805,9641.870117,9303.820313,9313.080078,9313.080078,1062470000
2003-09-29,9314.419922,9666.530273,9230.469727,9572.309570,9572.309570,1143540000
2003-10-06,9572.389648,9768.690430,9536.019531,9674.679688,9674.679688,946830000
2003-10-13,9675.719727,9850.009766,9675.570313,9721.790039,9721.790039,993990000
2003-10-20,9721.500000,9784.309570,9497.719727,9582.459961,9582.459961,1104100000
2003-10-27,9584.540039,9839.860352,9584.540039,9801.120117,9801.120117,1090420000
2003-11-03,9802.459961,9903.570313,9773.120117,9809.790039,9809.790039,948770000
2003-11-10,9807.490234,9892.969727,9719.049805,9768.679688,9768.679688,951860000
2003-11-17,9765.639648,9765.639648,9585.500000,9628.530273,9628.530273,1041690000
2003-11-24,9629.870117,9804.980469,9629.870117,9782.459961,9782.459961,606200000
2003-12-01,9785.349609,9942.009766,9785.349609,9862.679688,9862.679688,1177340000
2003-12-08,9862.009766,10052.070313,9859.570313,10042.160156,10042.160156,1030630000
2003-12-15,10046.530273,10293.190430,10021.639648,10278.219727,10278.219727,1157720000
2003-12-22,10276.480469,10375.929688,10255.259766,10324.669922,10324.669922,452520000
2003-12-29,10321.349609,10527.030273,10321.349609,10409.849609,10409.849609,596760000
2004-01-05,10411.849609,10592.589844,10411.849609,10458.889648,10458.889648,1099260000
2004-01-12,10461.549805,10600.740234,10367.410156,10600.509766,10600.509766,1095810000
2004-01-19,10601.400391,10660.879883,10490.959961,10568.290039,10568.290039,893200000
2004-01-26,10568.000000,10705.179688,10417.849609,10488.070313,10488.070313,1123350000
2004-02-02,10487.780273,10593.400391,10434.669922,10593.030273,10593.030273,1007060000
2004-02-09,10592.000000,10746.879883,10559.259766,10627.849609,10627.849609,1041710000
2004-02-16,10628.879883,10753.629883,10580.660156,10619.030273,10619.030273,774550000
2004-02-23,10619.549805,10652.360352,10521.700195,10583.919922,10583.919922,1071320000
2004-03-01,10582.250000,10695.549805,10524.589844,10595.549805,10595.549805,1016960000
2004-03-08,10595.370117,10634.290039,10120.379883,10240.080078,10240.080078,1219970000
2004-03-15,10238.450195,10328.820313,10092.469727,10186.599609,10186.599609,1075330000
2004-03-22,10185.929688,10271.780273,10007.490234,10212.969727,10212.969727,1103750000
2004-03-29,10212.910156,10496.440430,10212.910156,10470.589844,10470.589844,1055360000
2004-04-05,10470.589844,10570.809570,10393.910156,10442.030273,10442.030273,763620000
2004-04-12,10444.379883,10552.610352,10322.160156,10451.969727,10451.969727,1072730000
2004-04-19,10451.620117,10496.610352,10250.480469,10472.839844,10472.839844,1153490000
2004-04-26,10472.910156,10537.349609,10219.179688,10225.570313,10225.570313,1078430000
2004-05-03,10227.269531,10386.320313,10114.860352,10117.339844,10117.339844,1009850000
2004-05-10,10116.280273,10116.280273,9852.190430,10012.870117,10012.870117,1132670000
2004-05-17,10009.919922,10093.209961,9862.769531,9966.740234,9966.740234,955400000
2004-05-24,9968.019531,10222.240234,9915.860352,10188.450195,10188.450195,918880000
2004-05-31,10187.179688,10302.080078,10134.860352,10242.820313,10242.820313,674160000
2004-06-07,10243.309570,10432.809570,10243.309570,10410.099609,10410.099609,671890000
2004-06-14,10401.230469,10437.900391,10307.049805,10416.410156,10416.410156,1013830000
2004-06-21,10417.820313,10498.669922,10307.250000,10371.839844,10371.839844,1112120000
2004-06-28,10377.519531,10471.240234,10264.919922,10282.830078,10282.830078,1020610000
2004-07-05,10280.259766,10280.259766,10166.250000,10213.219727,10213.219727,703030000
2004-07-12,10211.750000,10286.889648,10135.129883,10139.780273,10139.780273,1114290000
2004-07-19,10140.950195,10237.120117,9931.769531,9962.219727,9962.219727,1160000000
2004-07-26,9964.709961,10163.009766,9913.919922,10139.709961,10139.709961,1093360000
2004-08-02,10138.450195,10203.559570,9793.049805,9815.330078,9815.330078,919760000
2004-08-09,9816.139648,9954.179688,9783.910156,9825.349609,9825.349609,929510000
2004-08-16,9825.349609,10126.879883,9825.349609,10110.139648,10110.139648,922190000
2004-08-23,10111.099609,10211.250000,10062.129883,10195.009766,10195.009766,706660000
2004-08-30,10193.830078,10321.769531,10074.219727,10260.200195,10260.200195,847250000
2004-09-06,10261.519531,10363.360352,10237.780273,10313.070313,10313.070313,867490000
2004-09-13,10306.650391,10348.389648,10228.639648,10284.459961,10284.459961,1062240000
2004-09-20,10283.870117,10283.870117,10031.160156,10047.240234,10047.240234,1113270000
2004-09-27,10046.650391,10198.620117,9977.919922,10192.650391,10192.650391,1294100000
2004-10-04,10191.400391,10270.370117,10036.320313,10055.200195,10055.200195,1213550000
2004-10-11,10056.089844,10127.169922,9875.129883,9933.379883,9933.379883,1236040000
2004-10-18,9932.980469,10020.549805,9753.019531,9757.809570,9757.809570,1295000000
2004-10-25,9757.219727,10044.950195,9708.400391,10027.469727,10027.469727,1280780000
2004-11-01,10028.730469,10416.669922,10010.150391,10387.540039,10387.540039,1660850000
2004-11-08,10385.150391,10539.599609,10361.440430,10539.009766,10539.009766,1364090000
2004-11-15,10541.889648,10602.849609,10438.580078,10456.910156,10456.910156,1316320000
2004-11-22,10455.730469,10543.290039,10432.009766,10522.230469,10522.230469,790770000
2004-11-29,10520.639648,10643.049805,10417.080078,10592.209961,10592.209961,1424860000
2004-12-06,10591.320313,10591.990234,10418.629883,10543.219727,10543.219727,1245420000
2004-12-13,10543.440430,10739.330078,10543.209961,10649.919922,10649.919922,1779120000
2004-12-20,10652.139648,10864.669922,10652.070313,10827.120117,10827.120117,1039710000
2004-12-27,10828.009766,10868.070313,10773.919922,10783.009766,10783.009766,790190000
2005-01-03,10783.750000,10867.389648,10571.740234,10603.959961,10603.959961,1344070000
2005-01-10,10603.440430,10663.740234,10485.730469,10558.000000,10558.000000,1358940000
2005-01-17,10554.230469,10628.940430,10390.849609,10392.990234,10392.990234,1028420000
2005-01-24,10393.580078,10531.990234,10368.610352,10427.200195,10427.200195,1395440000
2005-01-31,10428.759766,10723.889648,10428.759766,10716.129883,10716.129883,1336990000
2005-02-07,10715.759766,10829.190430,10660.419922,10796.009766,10796.009766,1290300000
2005-02-14,10795.719727,10853.429688,10730.320313,10785.219727,10785.219727,1307330000
2005-02-21,10783.379883,10845.599609,10608.980469,10841.599609,10841.599609,1113880000
2005-02-28,10842.049805,10962.419922,10730.469727,10940.549805,10940.549805,1245010000
2005-03-07,10940.549805,10984.459961,10758.549805,10774.360352,10774.360352,1170150000
2005-03-14,10773.919922,10838.650391,10557.040039,10629.669922,10629.669922,1513210000
2005-03-21,10629.900391,10630.490234,10430.530273,10442.870117,10442.870117,1128850000
2005-03-28,10444.129883,10568.929688,10381.019531,10404.299805,10404.299805,1369910000
2005-04-04,10401.709961,10557.110352,10356.709961,10461.339844,10461.339844,1287510000
2005-04-11,10462.080078,10529.769531,10076.570313,10087.509766,10087.509766,1455780000
2005-04-18,10088.540039,10219.339844,10000.459961,10157.709961,10157.709961,1472180000
2005-04-25,10158.519531,10263.599609,10048.120117,10192.509766,10192.509766,1317960000
2005-05-02,10192.000000,10405.769531,10188.070313,10345.400391,10345.400391,1259430000
2005-05-09,10345.400391,10384.860352,10075.549805,10140.120117,10140.120117,1162650000
2005-05-16,10139.610352,10499.259766,10138.280273,10471.910156,10471.910156,1199530000
2005-05-23,10472.799805,10560.809570,10426.389648,10542.549805,10542.549805,980610000
2005-05-30,10541.889648,10586.370117,10448.410156,10460.969727,10460.969727,883320000
2005-06-06,10461.639648,10578.839844,10430.969727,10512.629883,10512.629883,1006910000
2005-06-13,10503.570313,10656.290039,10474.379883,10623.070313,10623.070313,1209630000
2005-06-20,10621.540039,10646.240234,10297.839844,10297.839844,10297.839844,1207430000
2005-06-27,10298.070313,10433.790039,10253.490234,10303.440430,10303.440430,1191600000
2005-07-04,10303.129883,10462.259766,10175.400391,10449.139648,10449.139648,997400000
2005-07-11,10449.599609,10657.690430,10449.599609,10640.830078,10640.830078,1183010000
2005-07-18,10640.190430,10700.059570,10574.990234,10651.179688,10651.179688,1350100000
2005-07-25,10651.660156,10717.730469,10572.919922,10640.910156,10640.910156,1059310000
2005-08-01,10641.780273,10699.190430,10554.450195,10558.030273,10558.030273,1120970000
2005-08-08,10557.240234,10719.410156,10524.910156,10600.309570,10600.309570,1104900000
2005-08-15,10599.190430,10655.080078,10503.370117,10559.230469,10559.230469,1074630000
2005-08-22,10559.230469,10641.150391,10383.980469,10397.290039,10397.290039,1063080000
2005-08-29,10396.900391,10513.759766,10349.370117,10447.370117,10447.370117,1202300000
2005-09-05,10447.690430,10695.919922,10447.690430,10678.559570,10678.559570,930590000
2005-09-12,10678.410156,10701.809570,10520.929688,10641.940430,10641.940430,1421450000
2005-09-19,10641.870117,10644.570313,10350.959961,10419.589844,10419.589844,1237590000
2005-09-26,10420.219727,10569.809570,10410.110352,10568.700195,10568.700195,1156200000
2005-10-03,10569.500000,10608.559570,10218.089844,10292.309570,10292.309570,1361530000
2005-10-10,10292.950195,10323.120117,10156.459961,10287.339844,10287.339844,1300310000
2005-10-17,10287.419922,10432.780273,10193.450195,10215.219727,10215.219727,1550130000
2005-10-24,10216.110352,10434.469727,10216.110352,10402.769531,10402.769531,1297010000
2005-10-31,10403.169922,10561.160156,10388.759766,10530.759766,10530.759766,1446040000
2005-11-07,10531.240234,10696.450195,10519.389648,10686.040039,10686.040039,1176690000
2005-11-14,10686.599609,10796.259766,10652.269531,10766.330078,10766.330078,1390200000
2005-11-21,10766.330078,10955.480469,10761.049805,10931.620117,10931.620117,920670000
2005-11-28,10932.740234,10959.790039,10803.870117,10877.509766,10877.509766,1244140000
2005-12-05,10876.950195,10936.200195,10729.669922,10778.580078,10778.580078,1237680000
2005-12-12,10778.660156,10940.339844,10735.110352,10875.589844,10875.589844,1636220000
2005-12-19,10875.509766,10922.410156,10789.620117,10883.269531,10883.269531,1199680000
2005-12-26,10883.750000,10932.820313,10709.419922,10717.500000,10717.500000,678450000
2006-01-02,10718.299805,10968.839844,10684.450195,10959.309570,10959.309570,1117090000
2006-01-09,10959.469727,11047.759766,10921.530273,10959.870117,10959.870117,1285110000
2006-01-16,10957.870117,10957.870117,10661.150391,10667.389648,10667.389648,1503060000
2006-01-23,10668.750000,10932.339844,10666.349609,10907.209961,10907.209961,1953890000
2006-01-30,10908.490234,10967.570313,10779.059570,10793.620117,10793.620117,1687430000
2006-02-06,10793.299805,10952.269531,10737.669922,10919.049805,10919.049805,1562910000
2006-02-13,10915.209961,11131.950195,10849.889648,11115.320313,11115.320313,1482380000
2006-02-20,11115.480469,11159.179688,11010.219727,11061.849609,11061.849609,1125370000
2006-02-27,11062.809570,11132.610352,10978.610352,11021.589844,11021.589844,1504710000
2006-03-06,11022.469727,11098.990234,10922.730469,11076.339844,11076.339844,1377720000
2006-03-13,11067.610352,11290.070313,11056.330078,11279.650391,11279.650391,1564300000
2006-03-20,11278.929688,11334.959961,11221.540039,11279.969727,11279.969727,1455410000
2006-03-27,11280.129883,11281.769531,11105.650391,11109.320313,11109.320313,1372100000
2006-04-03,11113.000000,11269.299805,11108.019531,11120.040039,11120.040039,1272240000
2006-04-10,11119.879883,11186.639648,11053.169922,11137.650391,11137.650391,916920000
2006-04-17,11137.330078,11405.879883,11039.120117,11347.450195,11347.450195,1503180000
2006-04-24,11346.809570,11417.660156,11260.839844,11367.139648,11367.139648,1891680000
2006-05-01,11367.780273,11586.379883,11329.440430,11577.740234,11577.740234,1754780000
2006-05-08,11576.370117,11670.190430,11374.740234,11380.990234,11380.990234,1501450000
2006-05-15,11380.429688,11460.549805,11075.219727,11144.059570,11144.059570,1830980000
2006-05-22,11143.419922,11283.490234,11030.469727,11278.610352,11278.610352,1658460000
2006-05-29,11277.250000,11285.820313,11085.379883,11247.870117,11247.870117,1178710000
2006-06-05,11247.549805,11248.790039,10757.549805,10891.919922,10891.919922,1689430000
2006-06-12,10892.000000,11045.200195,10698.849609,11014.549805,11014.549805,1838130000
2006-06-19,11014.870117,11131.730469,10907.290039,10989.089844,10989.089844,1432790000
2006-06-26,10990.290039,11235.629883,10902.480469,11150.219727,11150.219727,1435520000
2006-07-03,11149.339844,11257.080078,11066.009766,11090.669922,11090.669922,861360000
2006-07-10,11091.709961,11174.469727,10701.339844,10739.349609,10739.349609,1413050000
2006-07-17,10739.349609,11038.480469,10683.320313,10868.379883,10868.379883,1653440000
2006-07-24,10868.700195,11243.309570,10868.620117,11219.700195,11219.700195,1394640000
2006-07-31,11218.900391,11344.169922,11083.860352,11240.349609,11240.349609,1077050000
2006-08-07,11239.469727,11276.290039,11042.639648,11088.030273,11088.030273,1040640000
2006-08-14,11089.070313,11381.469727,11079.780273,11381.469727,11381.469727,1159430000
2006-08-21,11380.669922,11383.709961,11260.280273,11284.049805,11284.049805,901230000
2006-08-28,11285.330078,11476.480469,11273.490234,11464.150391,11464.150391,884500000
2006-09-04,11461.830078,11488.169922,11323.839844,11392.110352,11392.110352,751270000
2006-09-11,11389.870117,11613.509766,11342.169922,11560.769531,11560.769531,1236720000
2006-09-18,11559.969727,11630.559570,11474.559570,11508.099609,11508.099609,1037800000
2006-09-25,11509.299805,11741.990234,11486.000000,11679.070313,11679.070313,1301090000
2006-10-02,11678.990234,11870.059570,11653.059570,11850.209961,11850.209961,1206970000
2006-10-09,11849.559570,11960.509766,11794.169922,11960.509766,11960.509766,1247300000
2006-10-16,11961.309570,12049.509766,11887.190430,12002.370117,12002.370117,1428510000
2006-10-23,12116.509766,12167.019531,11971.790039,12090.259766,12090.259766,1299390000
2006-10-30,12089.139648,12123.959961,11965.309570,11986.040039,11986.040039,1149250000
2006-11-06,11985.160156,12196.320313,11984.759766,12108.429688,12108.429688,1166080000
2006-11-13,12097.700195,12342.559570,12084.809570,12342.559570,12342.559570,1216650000
2006-11-20,12340.709961,12361.000000,12258.860352,12280.169922,12280.169922,700990000
2006-11-27,12279.129883,12279.530273,12072.599609,12194.129883,12194.129883,1248940000
2006-12-04,12195.570313,12360.759766,12195.570313,12307.490234,12307.490234,1216780000
2006-12-11,12306.209961,12486.299805,12252.049805,12445.519531,12445.519531,1347160000
2006-12-18,12446.240234,12498.469727,12341.700195,12343.219727,12343.219727,999800000
2006-12-25,12341.940430,12529.879883,12337.049805,12463.150391,12463.150391,542160000
2007-01-01,12459.540039,12580.349609,12365.410156,12398.009766,12398.009766,821480000
2007-01-08,12392.009766,12561.040039,12337.370117,12556.080078,12556.080078,1193510000
2007-01-15,12555.839844,12614.000000,12523.549805,12565.530273,12565.530273,1053610000
2007-01-22,12565.530273,12623.450195,12431.339844,12487.019531,12487.019531,1269880000
2007-01-29,12487.099609,12683.929688,12459.459961,12653.490234,12653.490234,1175700000
2007-02-05,12653.410156,12700.280273,12545.099609,12580.830078,12580.830078,1013320000
2007-02-12,12580.110352,12779.030273,12536.209961,12767.570313,12767.570313,1017640000
2007-02-19,12766.849609,12795.929688,12628.019531,12647.480469,12647.480469,841520000
2007-02-26,12647.879883,12697.230469,12059.540039,12114.099609,12114.099609,1723390000
2007-03-05,12111.610352,12330.879883,12039.110352,12276.320313,12276.320313,1273230000
2007-03-12,12275.679688,12349.950195,11939.610352,12110.410156,12110.410156,1486630000
2007-03-19,12110.410156,12511.049805,12110.410156,12481.009766,12481.009766,1090210000
2007-03-26,12480.370117,12486.780273,12242.599609,12354.349609,12354.349609,1095920000
2007-04-02,12354.519531,12572.469727,12324.280273,12560.200195,12560.200195,804950000
2007-04-09,12562.639648,12615.379883,12428.219727,12612.129883,12612.129883,1094290000
2007-04-16,12611.639648,12966.290039,12611.309570,12961.980469,12961.980469,1422090000
2007-04-23,12961.980469,13148.000000,12901.679688,13120.940430,13120.940430,1234390000
2007-04-30,13120.209961,13284.530273,13041.299805,13264.620117,13264.620117,1247950000
2007-05-07,13264.129883,13369.290039,13210.900391,13326.219727,13326.219727,1151310000
2007-05-14,13325.809570,13558.480469,13297.040039,13556.530273,13556.530273,1181390000
2007-05-21,13556.530273,13624.549805,13423.900391,13507.280273,13507.280273,1049380000
2007-05-28,13507.280273,13692.000000,13456.730469,13668.110352,13668.110352,886690000
2007-06-04,13667.209961,13690.379883,13251.530273,13424.389648,13424.389648,1178580000
2007-06-11,13424.389648,13688.660156,13287.620117,13639.480469,13639.480469,1323530000
2007-06-18,13639.000000,13674.360352,13359.690430,13360.259766,13360.259766,1304810000
